Site,Year,Month,date_yearmon,CHLa,logCHLa,AFDM,anomaly,Days_Since_Freshet,Q_peak_cfs,Q_baseflow_cfs,Q_obs_cfs,logQ_obs_cfs,TP_mg_L,logTP_mg_L,TN_mg_L,SRP_mg_L,NH4_mg_L,NO3_mg_L,DIN_mg_L,pH,Temp_oC,SPC,TDS,TURBIDITY
DL,2012,7,Jul 2012,110.0952380952381,2.041768535014572,50.04761904761905,1.4583211218226169,55,781,251.82076320939333,95,1.9777236052888478,0.03853375,1.5858412754303093,0.3069925,0.01386249999999999,0.01643874999999999,0.04661,0.06304874999999999,8.433333333333334,16.533333333333335,297.0916666666667,193.075,3.791666666666667
DL,2012,9,Sep 2012,180.71428571428572,2.25699248549758,58.333333333333336,1.4583211218226169,87,781,251.82076320939333,97.9,1.990782691803138,0.01992583333333333,1.299416493405678,0.3821791666666666,0.00585583333333333,0.00809166666666666,0.09786666666666666,0.10595833333333332,8.434999999999999,14.425,408.7416666666667,265.7833333333333,2.1083333333333334
DL,2013,6,Jun 2013,244.9,2.388988785124714,71.35,1.1149223727316644,29,349,251.82076320939333,185,2.2671717284030137,0.028665,1.457351946110694,0.34142,0.01218,0.015905,0.067495,0.0834,8.425,19.1,449.7999999999999,292.5,2.4299999999999997
DL,2013,8,Aug 2013,331.44827586206895,2.5204157642329066,110.57142857142856,1.1149223727316644,66,349,251.82076320939333,85.3,1.930949031167523,0.02390083333333333,1.3784130434485107,0.42216833333333337,0.01038666666666666,0.01711083333333333,0.12304083333333334,0.14015166666666667,8.34,18.05,475.025,308.9,2.6174999999999997
DL,2013,9,Sep 2013,168.1153846153846,2.2256074585188346,80.96153846153847,1.1149223727316644,94,349,251.82076320939333,72.1,1.857935264719429,0.01996083333333333,1.3001786684400054,0.47741083333333334,0.00863416666666666,0.01668083333333333,0.18870833333333337,0.20538916666666668,8.2425,15.95,498.6,324.17499999999995,3.4299999999999997
DL,2014,8,Aug 2014,280.125,2.447351869543118,95.16666666666669,1.4329869126692227,36,741,251.82076320939333,124,2.093421685162235,0.0324,1.510545010206612,0.32899999999999996,0.01357499999999999,0.012625,0.056175,0.0688,8.3025,18.175,378.8250000000001,246.37500000000003,4.3375
DL,2014,8,Aug 2014,162.14285714285714,2.209897821514885,30.80952380952381,1.4329869126692227,64,741,251.82076320939333,267,2.4265112613645754,0.0324,1.510545010206612,0.32899999999999996,0.01357499999999999,0.012625,0.056175,0.0688,8.3025,18.175,378.8250000000001,246.37500000000003,4.3375
DL,2015,7,Jul 2015,188.9047619047619,2.276242905740231,74.19047619047619,1.3560926724647206,28,628,251.82076320939333,134,2.1271047983648077,0.0197,1.294466226161593,0.3285,0.0042,0.01084999999999999,0.0503,0.06114999999999999,8.305,17.8,354.05,230.1,2.565
DL,2015,8,Aug 2015,235.28571428571428,2.3715955591554976,103.14285714285714,1.3560926724647206,59,628,251.82076320939333,89,1.9493900066449128,0.016125,1.2074997233073055,0.36725,0.003275,0.01025833333333332,0.10496666666666668,0.115225,8.309999999999999,16.125,409.425,266.175,1.9475
DL,2015,9,Sep 2015,158.38095238095238,2.199702950149581,50.857142857142854,1.3560926724647206,94,628,251.82076320939333,121,2.0827853703164503,0.015775,1.197969367916172,0.3975,0.002425,0.01210833333333333,0.12436666666666668,0.136475,8.35,13.075,467.9500000000001,304.2,2.3475
DL,2016,7,Jul 2016,295.20454545454544,2.4701230403143803,110.05272727272728,1.2627153923483894,44,507,251.82076320939333,130,2.113943352306837,0.0194,1.287801729930226,0.2945,0.0036,0.012,0.0387,0.05069999999999999,8.285,16.05,400.2,260.29999999999995,1.9
DL,2016,7,Jul 2016,487.4714285714286,2.687949166132198,127.59761904761903,1.2627153923483894,69,507,251.82076320939333,74.9,1.8744818176994664,0.0194,1.287801729930226,0.2945,0.0036,0.012,0.0387,0.05069999999999999,8.285,16.05,400.2,260.29999999999995,1.9
DL,2016,9,Sep 2016,260.6904761904762,2.4161251653705738,81.25,1.2627153923483894,105,507,251.82076320939333,83.1,1.919601023784111,0.01435,1.1568519010700111,0.4235,0.002425,0.01941666666666666,0.2192,0.23861666666666667,8.2075,11.925,456.7,296.725,1.685
DL,2017,7,Jul 2017,105.97619047619048,2.025208303884622,53.1,1.8365849487017816,21,1560,251.82076320939333,209,2.3201462861110542,0.024,1.380211241711606,0.2595,0.0081,0.01275,0.02725,0.04,8.22,18.6,363.45,236.25,2.29
DL,2017,8,Aug 2017,190.5857142857143,2.28009034415434,99.56190476190476,1.8365849487017816,49,1560,251.82076320939333,88.4,1.9464522650130731,0.02043333333333333,1.3103392197987525,0.39508333333333334,0.00594999999999999,0.01334166666666666,0.13399166666666668,0.14733333333333334,8.1775,17.3,392.475,255.125,1.795
DL,2017,9,Sep 2017,76.86666666666667,1.8857380482390176,61.25238095238095,1.8365849487017816,81,1560,251.82076320939333,64.2,1.8075350280688534,0.01735833333333333,1.239508023900121,0.5218333333333334,0.0036,0.01201666666666666,0.22669166666666668,0.23870833333333336,8.16,13.325,446.3,290.075,1.75
DL,2018,8,Aug 2018,75.8,1.8796692056320536,43.48461538461538,2.053312192191217,43,2180,251.82076320939333,190,2.278753600952829,0.0375,1.5740312677277188,0.3265,0.01209999999999999,0.01544999999999999,0.073625,0.08907499999999999,8.1725,15.75,356.025,231.4,3.76
DL,2018,9,Sep 2018,74.23333333333333,1.8705989623143755,28.595238095238095,2.053312192191217,74,2180,251.82076320939333,209,2.3201462861110542,0.02901666666666666,1.4626475207336875,0.371,0.0067,0.01724166666666666,0.1151,0.13234166666666666,8.1675,12.725,426.7249999999999,277.425,2.8175
DL,2019,7,Jul 2019,261.40544217685715,2.417314624877179,62.647165532857144,1.7193837238334602,57,1280,251.82076320939333,297,2.4727564493172123,0.034,1.5314789170422551,0.235,0.0255,0.025,0.0295,0.0545,8.85,18.05,345.4,224.575,3.23
DL,2019,7,Jul 2019,142.56507936509524,2.1540131601842063,71.09795918366666,1.7193837238334602,74,1280,251.82076320939333,152,2.1818435879447726,0.034,1.5314789170422551,0.235,0.0255,0.025,0.0295,0.0545,8.85,18.05,345.4,224.575,3.23
DL,2019,8,Aug 2019,188.97272727273912,2.2763991308948737,75.89090909091304,1.7193837238334602,104,1280,251.82076320939333,160,2.2041199826559246,0.02975,1.4734869700645683,0.29,0.02699999999999999,0.0275,0.08600000000000001,0.1135,8.6725,18.85,391.35,254.475,3.075
DL,2020,7,Jul 2020,103.02866666666668,2.0129580794913497,33.006,1.8482832574057109,35,1590,251.82076320939333,368,2.5658478186735176,0.023,1.3617278360175928,0.17,0.006,NA,0.016,NA,8.469999999999999,19.1,364.0499999999999,NA,3.4400000000000004
DL,2020,8,Aug 2020,274.349375,2.4383039751595437,75.960625,1.8482832574057109,47,1590,251.82076320939333,228,2.357934847000454,0.02,1.3010299956639813,0.2325,0.0065,NA,0.0465,NA,8.2925,17.85,404.3499999999999,NA,2.9325
DL,2020,9,Sep 2020,101.87714285714286,2.008076756680502,38.15952380952381,1.8482832574057109,74,1590,251.82076320939333,198,2.296665190261531,0.015,1.1760912590556813,0.27416666666666667,0.00766666666666666,0.02,0.08333333333333334,0.10333333333333336,8.127500000000001,14.675,465.025,NA,1.865
DL,2021,7,Jul 2021,120.42857142857144,2.0807295346104855,41.904761904761905,1.3281694664425572,37,590,251.82076320939333,86.1,1.9350031514536548,0.021,1.3222192947339193,0.33499999999999996,0.002,0.03,0.114,0.14400000000000002,8.440000000000001,19.35,453.15,NA,2.77
DL,2021,8,Aug 2021,139.57142857142858,2.144796523704516,37.19047619047619,1.3281694664425572,58,590,251.82076320939333,65,1.8129133566428555,0.019,1.2787536009528289,0.3325,0.002,0.03,0.1035,0.1335,8.435,18.075000000000003,483.6,NA,2.9
DL,2021,9,Sep 2021,185.33333333333337,2.2679535368623953,53.19047619047619,1.3281694664425572,87,590,251.82076320939333,155,2.1903316981702914,0.0145,1.1613680022349748,0.32000000000000006,NA,0.025,0.106,0.131,8.31,13.225,523.325,NA,3.005
DL,2021,9,Sep 2021,13.45,1.1287222843384268,8.428571428571429,1.3281694664425572,89,590,251.82076320939333,156,2.1931245983544616,0.0145,1.1613680022349748,0.32000000000000006,NA,0.025,0.106,0.131,8.31,13.225,523.325,NA,3.005
DL,2022,7,Jul 2022,187.839265,2.27378638021132,33.55,1.5035830097545944,33,856,251.82076320939333,183,2.2624510897304293,0.045,1.6532125137753437,0.21333333333333335,0.002,0.03,0.0135,0.0435,8.41,20.5,430.6,NA,2.5700000000000003
DL,2022,8,Aug 2022,175.93899583333334,2.245362108918799,87.08333333333333,1.5035830097545944,52,856,251.82076320939333,65.5,1.816241299991783,0.02849999999999999,1.45484486000851,0.25666666666666665,0.00195,0.0225,0.064,0.0865,8.39,19.975,460.32499999999993,NA,1.9575
DL,2022,9,Sep 2022,208.5242,2.3191564637058466,201.69565217391303,1.5035830097545944,83,856,251.82076320939333,53,1.724275869600789,0.01,1,0.34750000000000003,0.0014,0.015,0.132,0.14700000000000002,8.325000000000001,16.775,513.675,NA,1.6425
DL,2023,7,Jul 2023,185.59555555555556,2.268567571986247,80.3711111111111,1.714894450861383,39,1270,251.82076320939333,207,2.315970345456918,0.025,1.3979400086720377,0.24,0.0055,NA,0.015,NA,8.469999999999999,17.15,403.5,NA,NA
DL,2023,8,Aug 2023,172.273,2.23621721668276,72.1505,1.714894450861383,53,1270,251.82076320939333,112,2.0492180226701815,0.02475,1.3935752032695876,0.265,0.00499999999999999,NA,0.0425,NA,8.385,17.2,432.25,NA,NA
DL,2023,9,Sep 2023,130.12857142857143,2.1143726620608505,63.77809523809524,1.714894450861383,85,1270,251.82076320939333,128,2.1072099696478683,0.0185,1.2671717284030137,0.28,0.003,0.05,0.0625,0.1125,8.325000000000001,15.125,480.75,NA,NA
DL,2025,7,Jul 2025,382.9161617932214,2.5831036970593257,123.65569363792888,1.168722770941071,55,402,251.82076320939333,78.2,1.893206753059848,0.01049999999999999,1.0211892990699376,0.19,NA,NA,0.032,NA,8.805,NA,430.6,NA,NA
DL,2025,8,Aug 2025,180.2427302999929,2.255857757417727,99.91603773890677,1.168722770941071,75,402,251.82076320939333,62.2,1.7937903846908188,0.01474999999999999,1.1687920203141815,0.2425,0.001,0.009,0.07925,0.08825,8.5825,NA,431.65,NA,NA
DL,2025,9,Sep 2025,164.7450083338321,2.2168122646262045,49.40177781165357,1.168722770941071,102,402,251.82076320939333,45.3,1.6560982020128319,0.01424999999999999,1.1538148643445287,0.3375,0.001,0.009,0.10375,0.11275,8.41,NA,463.525,NA,NA
FH,2008,8,Aug 2008,4.333333333333333,0.6368220975871743,3.295,1.8982303935386893,72,45700,6681.430135914736,4310,3.6344772701607315,0.01125,1.0511525224473812,0.14166666666666666,NA,0.01,0.0155,0.0255,8.581666666666667,20.116666666666667,197.21666666666667,104.65,2.6083333333333334
FH,2008,9,Sep 2008,13.3,1.1238516409670858,4.15,1.8982303935386893,103,45700,6681.430135914736,3450,3.537819095073274,0.009,0.9542425094393249,0.16666666666666669,NA,0.01,0.015,0.025,8.770833333333332,17.958333333333336,229,121.66666666666666,1.5666666666666669
FH,2009,8,Aug 2009,23.047619047619047,1.3626260669104933,7.6,1.8528481696611776,62,42500,6681.430135914736,4100,3.6127838567197355,0.01016708333333333,1.007196383216577,0.137125,0.00367875,0.00756899999999999,0.00664625,0.01421524999999999,8.483333333333333,21.26666666666667,215.8,114.63333333333334,1.9583333333333337
FH,2009,9,Sep 2009,51.61904761904762,1.7128099874684488,19.1,1.8528481696611776,96,42500,6681.430135914736,2890,3.4608978427565478,0.00898708333333333,0.95361876873404,0.147625,0.00331375,0.00892525,0.00709375,0.016019,8.588333333333333,20.300000000000004,242.66666666666669,128.96666666666667,1.33
FH,2010,8,Aug 2010,38.36363636363637,1.583919765803449,15.666666666666666,1.5809258415790794,55,26400,6681.430135914736,3350,3.525044807036845,0.01080416666666666,1.0335912750577452,0.18625,0.00415833333333333,0.00759166666666666,0.00788333333333332,0.01547499999999999,8.316666666666666,21.966666666666665,214.45,114.04999999999998,1.6549999999999998
FH,2010,9,Sep 2010,36.90952380952381,1.5671384421550123,24,1.5809258415790794,95,26400,6681.430135914736,2900,3.462397997898956,0.01023749999999999,1.0101939147684744,0.16208333333333336,0.003375,0.007775,0.00858333333333333,0.01635833333333333,8.476666666666667,19.6,239.5,127.43333333333332,1.5633333333333332
FH,2011,8,Aug 2011,10,1,6.944444444444445,2.0154527987962143,53,54700,6681.430135914736,7570,3.8790958795000727,0.01905,1.2798949800116382,0.13130750000000002,0.00606249999999999,0.00986666666666666,0.01340833333333332,0.02327499999999999,8.335,17.583333333333332,170.58333333333334,110.85,5.140000000000001
FH,2011,9,Sep 2011,14.952380952380953,1.1747103533392955,6.666666666666667,2.0154527987962143,86,54700,6681.430135914736,3630,3.5599066250361124,0.011675,1.0672568892381498,0.1338075,0.00451249999999999,0.008125,0.01479999999999999,0.02292499999999999,8.484166666666667,16.758333333333333,209.93333333333337,136.44166666666666,1.2083333333333337
FH,2012,8,Aug 2012,16.11111111111111,1.20712549279565,16.14,1.848478228508413,95,42200,6681.430135914736,3610,3.5575072019056577,0.00883499999999999,0.9462065538427824,0.16777916666666665,0.00370333333333332,0.00980499999999999,0.00971416666666666,0.01951916666666666,8.406666666666666,19.449999999999996,191.09999999999997,124.25,1.24
FH,2012,9,Sep 2012,19.46153846153846,1.289177168868981,10.6,1.848478228508413,127,42200,6681.430135914736,2320,3.3654879848909,0.00798999999999999,0.9025467793139909,0.18111,0.00295833333333332,0.00686666666666666,0.010335,0.01720166666666666,8.518333333333334,17.15833333333333,209.33333333333331,136.23333333333335,1.0291666666666668
FH,2013,7,Jul 2013,21.357142857142858,1.3295431526461916,8.823529411764707,1.6978244117670622,77,32700,6681.430135914736,2280,3.357934847000454,0.00886666666666666,0.9477603819114042,0.15458666666666668,0.00388333333333333,NA,0.01160666666666666,NA,8.453333333333333,20.8,211.66666666666663,137.56666666666666,1.0833333333333333
FH,2013,8,Aug 2013,15.571428571428571,1.1923284579263669,7.25,1.6978244117670622,108,32700,6681.430135914736,1850,3.2671717284030137,0.00895333333333333,0.951984753613034,0.15295333333333333,0.00370666666666666,0.00873,0.01100583333333333,0.01973583333333332,8.449166666666667,20.15,219.33333333333331,142.55833333333334,1.0491666666666666
FH,2014,8,Aug 2014,34.36363636363637,1.5360991146790004,15.125,1.8307883564391243,67,41000,6681.430135914736,4150,3.6180480967120925,0.01184166666666666,1.0734128318798446,0.16883333333333334,0.00433333333333333,0.0114,0.00996666666666666,0.02136666666666666,8.053333333333335,18.85,195.54166666666669,127.05833333333334,2.5700000000000003
FH,2014,8,Aug 2014,16.818181818181817,1.2257790432447888,11.304545454545456,1.8307883564391243,96,41000,6681.430135914736,3820,3.582063362911709,0.01184166666666666,1.0734128318798446,0.16883333333333334,0.00433333333333333,0.0114,0.00996666666666666,0.02136666666666666,8.053333333333335,18.85,195.54166666666669,127.05833333333334,2.5700000000000003
FH,2015,8,Aug 2015,36.25,1.5593080109070123,20.2,1.365190203845993,60,17000,6681.430135914736,2380,3.376576957056512,0.0103,1.0128372247051722,0.17775,0.0022,0.00724999999999999,0.00655,0.0138,8.552499999999998,19.525,196.875,128.05,0.97
FH,2015,9,Sep 2015,57.857142857142854,1.7623569832004118,26.142857142857142,1.365190203845993,95,17000,6681.430135914736,2030,3.307496037913213,0.01104166666666666,1.0430346322252015,0.18683333333333335,NA,0.00764999999999999,0.00575,0.01339999999999999,8.5025,16.375,226.025,147.075,1.4975
FH,2016,7,Jul 2016,11.2,1.0492180226701815,5.525,1.460151664262228,80,20800,6681.430135914736,2410,3.3820170425748683,0.0087,0.9395192526186185,0.1335,0.0012,0.02109999999999999,0.0096,0.03069999999999999,8.345,18.8,192.05,124.8,0.86
FH,2016,9,Sep 2016,13.75,1.1383026981662814,15.033333333333331,1.460151664262228,116,20800,6681.430135914736,1690,3.2278867046136734,0.01041666666666666,1.0177287669604314,0.17141666666666666,9.37499999999995e-4,0.020675,0.007275,0.02795,8.370000000000001,15.5,225.7,146.75,1.3
FH,2017,8,Aug 2017,10.9,1.0374264979406236,5.76875,1.7284224071075731,59,34500,6681.430135914736,3160,3.499687082618404,0.00845,0.9268567089496923,0.1595,0.001575,0.020575,0.0236,0.044175,8.2225,19.55,216.025,140.20000000000002,0.99825
FH,2017,9,Sep 2017,20.433333333333337,1.310339219798753,11.728571428571428,1.7284224071075731,91,34500,6681.430135914736,2240,3.3502480183341627,0.00877499999999999,0.9432471251378611,0.1825,0.0016,0.020275,0.024775,0.04505,8.26,16.775,236.575,153.72500000000002,1.17575
FH,2018,8,Aug 2018,15.921052631578949,1.201971778035659,7.945,2.07508058246996,83,59700,6681.430135914736,4270,3.630427875025024,0.01145833333333332,1.059121452118656,0.14891666666666667,0.0031,0.01069166666666666,0.01786666666666666,0.02855833333333332,8.265,18.5,223.7,145.425,2.0675
FH,2018,9,Sep 2018,29.804761904761904,1.474285656819377,13.104761904761904,2.07508058246996,116,59700,6681.430135914736,3330,3.5224442335063197,0.00965833333333333,0.984902189915971,0.15891666666666665,0.001,0.018675,0.02169166666666665,0.04036666666666666,8.2725,15.85,248.275,161.375,1.0925
FH,2019,8,Aug 2019,16.581,1.2196107193014376,9.007,1.8455534162992344,75,42000,6681.430135914736,3340,3.5237464668115646,0.0085,0.9294189257142927,0.12583333333333332,0.02008333333333332,0.0225,0.01258333333333333,0.03508333333333333,8.51,18.975,227.85,148.0375,2.2249999999999996
FH,2019,9,Sep 2019,24.56,1.39022836246913,10.465,1.8455534162992344,105,42000,6681.430135914736,2640,3.4216039268698313,0.009,0.9542425094393249,0.12833333333333333,0.01358333333333332,0.019925,0.00983333333333333,0.02975833333333333,8.515,17.875,256.375,166.75,3.755
FH,2020,8,Aug 2020,16.753333333333334,1.2241012295368947,8.275714285714287,1.8586428850095105,73,42900,6681.430135914736,4370,3.640481436970422,0.0075,0.8750612633917001,0.105,0.002,NA,0.0065,NA,8.157499999999999,18.950000000000003,220.7,NA,2.2775
FH,2020,9,Sep 2020,16.49809523809524,1.2174338063147625,8.197619047619048,1.8586428850095105,103,42900,6681.430135914736,2950,3.469822015978163,0.006125,0.7871060930365701,0.11,0.0035,0.02,0.009375,0.029375,8.184999999999999,16.275000000000002,251.15000000000003,NA,1.4425
FH,2021,8,Aug 2021,19.404761904761905,1.287908318342076,9.538095238095238,1.680337850495034,59,31700,6681.430135914736,2830,3.45178643552429,0.02083333333333333,1.3187587626244126,0.16166666666666668,0.025,0.02,0.01483333333333333,0.03483333333333333,8.442499999999999,14.025,233.65,NA,2.6025
FH,2021,9,Sep 2021,50.76190476190476,1.705537909956634,19.238095238095237,1.680337850495034,89,31700,6681.430135914736,2390,3.3783979009481375,0.00924999999999998,0.9661417327390317,0.1225,NA,0.02,0.00799999999999999,0.02799999999999999,8.3325,15.775,260.5,NA,2.4425
FH,2022,8,Aug 2022,7.713405882352941,0.8872461847047168,4.041176470588235,1.748234131290209,49,35700,6681.430135914736,3600,3.5563025007672873,0.01766666666666666,1.2471546148811266,0.16,0.01024999999999999,0.02,0.01175,0.03175,8.073333333333334,19.066666666666663,198.41666666666663,NA,2.47
FH,2022,9,Sep 2022,20.48092380952381,1.3113495419683454,9.674761904761905,1.748234131290209,81,35700,6681.430135914736,2230,3.3483048630481607,0.02766666666666666,1.4419568376564114,0.21,0.00975,0.02,0.01375,0.03375,8.218333333333334,17.391666666666666,241.06666666666663,NA,1.3975
FH,2023,8,Aug 2023,19.01684210526316,1.2791384006075552,8.65421052631579,1.7217165301507285,89,34100,6681.430135914736,2490,3.3961993470957363,0.00675,0.829303772831025,0.16749999999999998,0.00225,NA,0.01,NA,8.5,20.425,237.25,NA,NA
FH,2023,9,Sep 2023,37.01809523809524,1.568414068418326,12.596190476190475,1.7217165301507285,119,34100,6681.430135914736,2600,3.4149733479708178,0.0055,0.7403626894942439,0.1275,0.003,0.05,0.009,0.059,8.5,18,258,NA,NA
FH,2025,8,Aug 2025,21.385088372093023,1.3301110492822408,11.589147286821706,1.429075125404765,91,19500,6681.430135914736,2130,3.3283796034387376,0.02616666666666666,1.41774840202559,0.105,NA,NA,0.00916666666666666,NA,8.51,NA,222.1,NA,NA
FH,2025,9,Sep 2025,27.366186046511633,1.4372142751459125,18.139534883720923,1.429075125404765,122,19500,6681.430135914736,1550,3.1903316981702914,0.02516666666666666,1.4008256969095256,0.1225,NA,NA,0.00766666666666666,NA,8.4875,NA,240.8,NA,NA
GR,2008,8,Aug 2008,129.1,2.1109262422664203,102.315,NA,NA,NA,NA,NA,NA,0.040625,1.608793373986931,0.2625,NA,0.01333333333333332,0.0045,0.01783333333333333,8.493333333333332,17.766666666666666,419,222.8,2.72
GR,2008,9,Sep 2008,134.8,2.129689892199301,36.17,NA,NA,NA,NA,NA,NA,0.02725,1.4353665066126613,0.225,NA,0.01,0.02349999999999999,0.03349999999999999,8.675833333333333,14.325,471.16666666666663,250.58333333333331,2.411666666666666
GR,2009,8,Aug 2009,102.20476190476192,2.009471130835711,95.22,1.6460624840451714,61,1420,318.38265040650407,229,2.359835482339888,0.04157458333333333,1.6188279053493821,0.293625,0.018618,0.00643666666666666,0.01270458333333333,0.01914124999999999,8.491666666666667,18.5,385,204.61666666666667,4.585
GR,2009,9,Sep 2009,126.28571428571428,2.101354224998816,60.65,1.6460624840451714,97,1420,318.38265040650407,167,2.2227164711475833,0.02827166666666666,1.45135141170143,0.24783333333333335,0.01244333333333333,0.00800166666666666,0.01017833333333333,0.01817999999999999,8.476666666666667,18.55,438,232.66666666666669,2.568333333333334
GR,2010,8,Aug 2010,64.14782608695653,1.807181943104768,67.80952380952381,1.8389585152428265,44,1980,318.38265040650407,227,2.3560258571931225,0.07115416666666666,1.8522003367092397,0.33466666666666667,0.03176666666666666,0.010775,0.0162875,0.0270625,8.173333333333334,19.7,363.66666666666663,194.13333333333333,13.648333333333332
GR,2010,9,Sep 2010,119.46666666666668,2.077246746270425,59.95,1.8389585152428265,84,1980,318.38265040650407,386,2.586587304671755,0.06308333333333332,1.7999146334524478,0.3221666666666667,0.02788333333333333,0.00955,0.02408333333333333,0.03363333333333333,8.355,17.333333333333332,413.66666666666663,219.66666666666669,13.263333333333332
GR,2011,8,Aug 2011,50.666666666666664,1.70472233322511,13,2.003380876523548,52,2560,318.38265040650407,403,2.6053050461411096,0.0637,1.8041394323353506,0.3005,0.0295,0.01346666666666666,0.05213333333333333,0.06559999999999999,8.348333333333333,16.200000000000003,298.04999999999995,193.8,7.765000000000001
GR,2011,9,Sep 2011,65.26666666666667,1.8146914327474568,16.666666666666668,2.003380876523548,85,2560,318.38265040650407,242,2.383815365980431,0.04193333333333332,1.6225593863895875,0.30474999999999997,0.02357499999999999,0.0135,0.06109999999999999,0.0746,8.505833333333333,14.35,357.80833333333334,232.59166666666664,3.1033333333333335
GR,2012,7,Jul 2012,85.19047619047619,1.9303910458334537,72.61904761904762,1.4639919819257166,55,999,318.38265040650407,118,2.0718820073061255,0.04719624999999999,1.6739074929348041,0.310735,0.02191874999999999,0.00955375,0.013525,0.02307875,8.409166666666668,16.65833333333333,345.28333333333336,224.40833333333333,3.915
GR,2012,9,Sep 2012,147.76190476190476,2.1695624808502463,57.095238095238095,1.4639919819257166,87,999,318.38265040650407,103,2.012837224705172,0.025575,1.4078156423841977,0.2802983333333333,0.00678333333333332,0.0094,NA,NA,8.442499999999999,14.175,424.44166666666666,275.83333333333337,2.174166666666667
GR,2013,6,Jun 2013,63.13636363636363,1.8002795649154093,61.95652173913044,1.0736159198295163,29,394,318.38265040650407,201,2.303196057420489,0.0314,1.4969296480732148,0.281795,0.018715,0.01894,0.001505,0.02044499999999999,8.469999999999999,18.65,453.9500000000001,295.1,1.31
GR,2013,8,Aug 2013,196.88888888888889,2.2942212081117073,107.07407407407408,1.0736159198295163,66,394,318.38265040650407,85,1.9294189257142926,0.02946166666666666,1.469257311537926,0.2755425,0.01752583333333333,0.01323333333333333,0.00143916666666666,0.01467249999999999,8.4275,17.6,470.2750000000001,305.65,1.415
GR,2013,9,Sep 2013,150.06896551724137,2.176290888791167,71.71428571428571,1.0736159198295163,94,394,318.38265040650407,69.6,1.842609239610562,0.02867916666666666,1.4575665278421273,0.27053,0.01625583333333333,0.00828333333333333,0.00519916666666666,0.01348249999999999,8.325000000000001,15.725,492.875,320.275,1.8025
GR,2014,8,Aug 2014,105.46153846153848,2.023094102482676,156.07692307692307,1.4536610491769852,36,978,318.38265040650407,135,2.130333768495006,0.0445,1.6483600109809315,0.30966666666666665,0.02251666666666666,0.010725,0.013425,0.02414999999999999,8.215,18.275,387.9500000000001,252.375,4.18
GR,2014,8,Aug 2014,81.38888888888889,1.910565119586822,33.55,1.4536610491769852,64,978,318.38265040650407,291,2.4638929889859074,0.0445,1.6483600109809315,0.30966666666666665,0.02251666666666666,0.010725,0.013425,0.02414999999999999,8.215,18.275,387.9500000000001,252.375,4.18
GR,2015,7,Jul 2015,75.12,1.8757555792580545,135.88,1.363456794007094,28,807,318.38265040650407,144,2.1583624920952498,0.03134999999999999,1.4962375451667351,0.3175,0.01084999999999999,0.0087,0.00165,0.01035,8.225000000000001,17.35,377.7000000000001,245.7,1.885
GR,2015,8,Aug 2015,312.1904761904762,2.4944196501645424,183.57142857142856,1.363456794007094,59,807,318.38265040650407,94.4,1.974971994298069,0.02769166666666666,1.442349095231086,0.265,0.00889166666666666,0.0116875,0.0037875,0.015475,8.217500000000001,15.85,427.55000000000007,278.04999999999995,1.735
GR,2015,9,Sep 2015,129.1904761904762,2.111230499027677,45.857142857142854,1.363456794007094,94,807,318.38265040650407,121,2.0827853703164503,0.02781666666666666,1.444305086295603,0.28925,0.00621666666666666,0.0142875,0.0162875,0.03057499999999999,8.205,12.925,479.9249999999999,312.025,2.6475
GR,2016,7,Jul 2016,163.64347826086956,2.213898701903385,187.3095652173913,1.2338165651158215,38,598,318.38265040650407,130,2.113943352306837,0.04325,1.635986111800833,0.28500000000000003,0.0231,0.0219,0.00125,0.02315,8.149999999999999,15.55,438.2999999999999,284.7,1.37
GR,2016,7,Jul 2016,228.75454545454545,2.3593697324487106,152.33,1.2338165651158215,63,598,318.38265040650407,83,1.919078092376074,0.04325,1.635986111800833,0.28500000000000003,0.0231,0.0219,0.00125,0.02315,8.149999999999999,15.55,438.2999999999999,284.7,1.37
GR,2016,9,Sep 2016,125.17619047619048,2.0975217304067315,52.92285714285715,1.2338165651158215,99,598,318.38265040650407,67.1,1.826722520168992,0.02643333333333332,1.422151932597941,0.2865833333333333,0.00894166666666666,0.01711249999999999,0.01833333333333333,0.03544583333333333,8.192499999999999,12.225,464.45,301.925,1.2025
GR,2017,7,Jul 2017,34,1.5314789170422551,27.728571428571428,1.79455239611544,21,1840,318.38265040650407,225,2.3521825181113627,0.03585,1.5544891600038189,0.2845,0.0151,0.0135,0.0025,0.016,8.235,19,398.05,258.7,2.15
GR,2017,8,Aug 2017,116.24285714285716,2.065366275981357,167.63809523809525,1.79455239611544,49,1840,318.38265040650407,82.4,1.9159272116971158,0.026625,1.425289616446794,0.30274999999999996,0.009825,0.01301666666666666,0.03842500000000001,0.05144166666666668,8.2325,17.6,435.50000000000006,283.04999999999995,1.5125
GR,2017,9,Sep 2017,77.3409090909091,1.888409272609622,139.92272727272726,1.79455239611544,81,1840,318.38265040650407,77.8,1.890979596989689,0.0262,1.4183012913197455,0.422,0.007725,0.01311666666666666,0.127575,0.14069166666666666,8.23,13.55,480.0250000000001,312,1.77
GR,2018,8,Aug 2018,94.70625,1.9763786405760873,58.51875,1.974265532667662,45,2450,318.38265040650407,211,2.3242824552976926,0.04065833333333333,1.6091495720646414,0.33066666666666666,0.01399166666666666,0.01545,0.04570833333333334,0.06115833333333333,8.3925,17.35,382.9749999999999,248.95,3.3774999999999995
